A00178:286:HWG2VDSX2:2:1301:24985:31798,B8KRJ9_9GAMM,54,50,23,0,150,1,343,392,1.10E-11,61.2,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2125:12915:36886,B8KRJ9_9GAMM,56,50,22,0,150,1,343,392,1.00E-12,64.7,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2433:11731:20055,A0A4V1A758_9GAMM,62.2,45,17,0,12,146,392,436,1.90E-11,60.5,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2433:11731:20055,D0YZM0_PHODD,60.9,46,18,0,140,3,370,415,1.30E-12,64.3,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1134:7455:34945,A0A4V1A758_9GAMM,62.2,45,17,0,12,146,392,436,1.90E-11,60.5,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1134:7455:34945,D0YZM0_PHODD,60.9,46,18,0,140,3,370,415,1.30E-12,64.3,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2145:28818:3239,A0A564KKQ6_9ENTR,63.3,49,18,0,3,149,557,605,2.00E-16,77,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2145:28818:3239,A0A564KKQ6_9ENTR,63.3,49,18,0,148,2,557,605,2.00E-16,77,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1335:23990:9032,S7JI77_VIBFL,64.4,45,16,0,141,7,429,473,3.10E-14,69.7,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1335:23990:9032,S7JI77_VIBFL,64.4,45,16,0,9,143,429,473,3.10E-14,69.7,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1475:8431:22764,A0A1M5CB83_9BACT,68.1,47,15,0,148,8,9,55,1.40E-14,70.9,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1475:8431:22764,A0A1G6GTH7_9BACT,68.6,35,11,0,46,150,6,40,6.10E-10,55.5,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1203:32353:1658,A0A1M5CB83_9BACT,68.1,47,15,0,148,8,9,55,1.40E-14,70.9,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1203:32353:1658,A0A1G6GTH7_9BACT,68.6,35,11,0,46,150,6,40,4.00E-09,52.8,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2109:26856:6042,A0A1I3F0A4_9SPHI,54.2,48,21,1,3,146,621,667,1.00E-09,54.7,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2449:1859:14920,A0A098S4I1_9BACT,50,36,17,1,148,41,612,646,2.90E-04,36.6,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2449:1859:14920,A0A1I3F0A4_9SPHI,54.2,48,21,1,3,146,621,667,1.00E-09,54.7,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1606:29975:27445,A0A098S4I1_9BACT,50,36,17,1,148,41,612,646,2.90E-04,36.6,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1606:29975:27445,A0A1I3F0A4_9SPHI,54.2,48,21,1,3,146,621,667,1.00E-09,54.7,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2449:7184:2253,A0A098S4I1_9BACT,50,36,17,1,148,41,612,646,2.90E-04,36.6,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2449:7184:2253,A0A1I3F0A4_9SPHI,52.1,48,22,1,3,146,621,667,2.30E-09,53.5,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2670:8142:1063,A0A2T5C148_9BACT,46.8,47,24,1,2,142,607,652,5.00E-09,52.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2670:8142:1063,A0A2T5C148_9BACT,46.8,47,24,1,143,3,607,652,5.00E-09,52.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2670:6623:22232,A0A2T5C148_9BACT,46.8,47,24,1,2,142,607,652,5.00E-09,52.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2670:6623:22232,A0A2T5C148_9BACT,46.8,47,24,1,143,3,607,652,5.00E-09,52.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2411:29568:25488,A0A2T5C148_9BACT,46.8,47,24,1,2,142,607,652,5.00E-09,52.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2411:29568:25488,A0A2T5C148_9BACT,46.8,47,24,1,143,3,607,652,5.00E-09,52.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2628:22173:13338,D0YZM0_PHODD,66.7,48,16,0,148,5,372,419,2.80E-15,73.2,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2628:22173:13338,K0C539_CYCSP,57.4,47,20,0,9,149,354,400,2.30E-09,53.5,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2626:16495:32816,A0A1G6GTH7_9BACT,52.2,46,21,1,13,150,357,401,1.30E-07,47.8,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2626:16495:32816,A0A1G6GTH7_9BACT,63.3,49,18,0,147,1,379,427,1.10E-14,71.2,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1377:17300:5212,A0A2W7N1X1_9BACT,54.2,48,22,0,144,1,109,156,2.60E-10,56.6,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1377:17300:5212,A0A2W7N1X1_9BACT,52.1,48,23,0,3,146,109,156,5.90E-10,55.5,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1407:27905:16626,B7VJQ3_VIBA3,56.5,46,20,0,12,149,428,473,5.50E-11,58.9,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1407:27905:16626,A0Z499_9GAMM,37.5,48,30,0,148,5,482,529,5.00E-04,35.8,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2221:22471:6026,B7VJQ3_VIBA3,56.5,46,20,0,12,149,428,473,5.50E-11,58.9,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:2221:22471:6026,A0Z499_9GAMM,37.5,48,30,0,148,5,482,529,5.00E-04,35.8,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1354:31476:21245,A0A1H5Z630_9SPHI,48.6,35,18,0,131,27,229,263,3.80E-04,36.2,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1354:31476:21245,A0A4P7DZH5_9SPHI,38.1,42,26,0,19,144,216,257,6.50E-04,35.4,./hf_cs_p2_t0_h0_prok.out.daa
A00178:286:HWG2VDSX2:2:1468:1416:30843,A0A5N1II99_9BACT,68,50,16,0,150,1,396,445,8.20E-15,71.6,./hf_cs_p2_t0_h0_prok.out.daa
